Order_ID,Order_Date,Customer_Name,Customer_Segment,Product_Name,Category,Sub_Category,Region,City,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method,Year,Month,Month_Number,Quarter,Profit_Margin,Unnamed: 20,Unnamed: 21
ORD00091,2023-06-27,Arjun Nair,Consumer,Notebook Pack,Office Supplies,Stationery,West,Pune,5,11.57,0.25,43.38,5.36,Debit Card,2023,Jun,6,Q2,12.36,,
ORD01004,2023-06-27,Maya Thomas,Small Business,USB-C Hub,Technology,Accessories,North,Chandigarh,6,35.14,0.0,210.87,34.24,Debit Card,2023,Jun,6,Q2,16.24,,
ORD02174,2023-06-27,Kabir Shah,Consumer,Notebook Pack,Office Supplies,Stationery,East,Ranchi,4,12.49,0.25,37.46,4.66,Net Banking,2023,Jun,6,Q2,12.44,,
ORD03058,2023-06-27,Vivaan Singh,Consumer,A4 Copy Paper,Office Supplies,Paper,North,Amritsar,2,6.35,0.25,9.52,0.67,Cash,2023,Jun,6,Q2,7.04,,
ORD00985,2023-06-28,Diya Sharma,Small Business,HP Laser Printer,Technology,Printers,East,Patna,4,218.04,0.25,654.11,25.7,UPI,2023,Jun,6,Q2,3.93,,
ORD02009,2023-06-28,Vivaan Singh,Consumer,Apple iPhone 13,Technology,Phones,South,Bengaluru,3,687.54,0.2,1650.08,-69.76,UPI,2023,Jun,6,Q2,-4.23,,
ORD03706,2023-06-28,Kunal Bansal,Small Business,Stapler,Office Supplies,Stationery,South,Bengaluru,4,9.58,0.0,38.31,10.25,UPI,2023,Jun,6,Q2,26.76,,
ORD04008,2023-06-28,Kunal Bansal,Consumer,Ball Pen Set,Office Supplies,Stationery,South,Chennai,1,8.24,0.15,7.0,1.09,Net Banking,2023,Jun,6,Q2,15.57,,
ORD04126,2023-06-28,Kiara Desai,Consumer,Ring Binder,Office Supplies,Binders,West,Ahmedabad,2,6.87,0.25,10.3,1.5,Net Banking,2023,Jun,6,Q2,14.56,,
ORD04224,2023-06-28,Rahul Verma,Corporate,Desk Organizer,Office Supplies,Storage,East,Patna,3,14.49,0.1,39.12,7.43,UPI,2023,Jun,6,Q2,18.99,,
ORD00195,2023-06-29,Aditya Rao,Consumer,Notebook Pack,Office Supplies,Stationery,South,Kochi,3,12.17,0.1,32.85,5.77,UPI,2023,Jun,6,Q2,17.56,,
ORD00268,2023-06-29,Neel Malhotra,Corporate,Desk Organizer,Office Supplies,Storage,North,Amritsar,4,14.31,0.1,51.51,10.61,Debit Card,2023,Jun,6,Q2,20.6,,
ORD00523,2023-06-29,Rahul Verma,Corporate,Lenovo IdeaPad 3,Technology,Laptops,South,Hyderabad,1,552.19,0.1,496.97,32.38,Credit Card,2023,Jun,6,Q2,6.52,,
ORD01111,2023-06-29,Rohan Patel,Corporate,Notebook Pack,Office Supplies,Stationery,East,Bhubaneswar,2,11.4,0.0,22.8,5.96,Credit Card,2023,Jun,6,Q2,26.14,,
ORD01154,2023-06-29,Kiara Desai,Consumer,Desk Organizer,Office Supplies,Storage,South,Bengaluru,2,13.12,0.1,23.61,3.6,UPI,2023,Jun,6,Q2,15.25,,
ORD01443,2023-06-29,Kabir Shah,Small Business,Samsung Galaxy A54,Technology,Phones,South,Hyderabad,5,311.81,0.25,1169.28,-16.28,Debit Card,2023,Jun,6,Q2,-1.39,,
ORD01784,2023-06-29,Rahul Verma,Corporate,Stapler,Office Supplies,Stationery,North,Lucknow,6,8.4,0.15,42.86,6.24,Credit Card,2023,Jun,6,Q2,14.56,,
ORD01964,2023-06-29,Aisha Khan,Consumer,Study Desk,Furniture,Tables,West,Mumbai,6,187.28,0.1,1011.3,65.08,Cash,2023,Jun,6,Q2,6.44,,
ORD02683,2023-06-29,Aditya Rao,Corporate,HP Pavilion 15,Technology,Laptops,South,Coimbatore,1,672.15,0.15,571.33,39.22,UPI,2023,Jun,6,Q2,6.86,,
ORD02951,2023-06-29,Kunal Bansal,Consumer,Mechanical Keyboard,Technology,Accessories,North,Lucknow,3,67.63,0.0,202.89,34.11,Net Banking,2023,Jun,6,Q2,16.81,,
ORD03528,2023-06-29,Vivaan Singh,Consumer,Notebook Pack,Office Supplies,Stationery,West,Surat,2,11.84,0.0,23.67,6.05,Debit Card,2023,Jun,6,Q2,25.56,,
ORD03794,2023-06-29,Meera Joshi,Consumer,Bookshelf,Furniture,Storage,South,Bengaluru,4,114.29,0.1,411.43,47.61,Credit Card,2023,Jun,6,Q2,11.57,,
ORD04936,2023-06-29,Dev Agarwal,Consumer,Logitech Wireless Mouse,Technology,Accessories,West,Ahmedabad,1,26.37,0.0,26.37,5.01,Debit Card,2023,Jun,6,Q2,19.0,,
ORD00029,2023-06-30,Maya Thomas,Corporate,A4 Copy Paper,Office Supplies,Paper,West,Ahmedabad,1,5.84,0.05,5.55,1.09,Credit Card,2023,Jun,6,Q2,19.64,,
ORD01519,2023-06-30,Ishita Gupta,Small Business,Filing Cabinet,Furniture,Storage,West,Nagpur,1,101.52,0.1,91.37,10.44,Debit Card,2023,Jun,6,Q2,11.43,,
ORD01843,2023-06-30,Rohan Patel,Consumer,Bookshelf,Furniture,Storage,West,Surat,1,114.16,0.1,102.74,16.1,Credit Card,2023,Jun,6,Q2,15.67,,
ORD02916,2023-06-30,Kunal Bansal,Consumer,USB-C Hub,Technology,Accessories,North,Lucknow,5,36.1,0.1,162.45,27.32,Debit Card,2023,Jun,6,Q2,16.82,,
ORD03199,2023-06-30,Kiara Desai,Corporate,Dell 24-inch Monitor,Technology,Monitors,North,Delhi,1,179.63,0.25,134.72,1.24,Credit Card,2023,Jun,6,Q2,0.92,,
ORD03425,2023-06-30,Kunal Bansal,Consumer,Apple iPhone 13,Technology,Phones,North,Lucknow,1,632.54,0.2,506.03,-29.04,Credit Card,2023,Jun,6,Q2,-5.74,,
ORD03539,2023-06-30,Vivaan Singh,Consumer,Filing Cabinet,Furniture,Storage,North,Delhi,2,100.75,0.1,181.35,13.11,UPI,2023,Jun,6,Q2,7.23,,
ORD04388,2023-06-30,Tara Menon,Small Business,Filing Cabinet,Furniture,Storage,East,Guwahati,2,98.45,0.05,187.06,21.74,Net Banking,2023,Jun,6,Q2,11.62,,
ORD00442,2023-07-01,Ananya Iyer,Consumer,Ring Binder,Office Supplies,Binders,South,Hyderabad,2,7.09,0.05,13.48,2.79,Debit Card,2023,Jul,7,Q3,20.7,,
ORD00703,2023-07-01,Arjun Nair,Small Business,Apple iPhone 13,Technology,Phones,South,Chennai,1,669.24,0.0,669.24,34.64,UPI,2023,Jul,7,Q3,5.18,,
ORD01396,2023-07-01,Ishita Gupta,Corporate,Lenovo IdeaPad 3,Technology,Laptops,East,Guwahati,1,548.65,0.1,493.78,51.4,Credit Card,2023,Jul,7,Q3,10.41,,
ORD01904,2023-07-01,Kabir Shah,Consumer,Mechanical Keyboard,Technology,Accessories,South,Bengaluru,2,70.69,0.1,127.24,5.23,Cash,2023,Jul,7,Q3,4.11,,
ORD04660,2023-07-01,Maya Thomas,Small Business,USB-C Hub,Technology,Accessories,South,Hyderabad,5,34.45,0.1,155.04,22.73,Debit Card,2023,Jul,7,Q3,14.66,,
ORD02209,2023-07-02,Vivaan Singh,Corporate,Apple iPhone 13,Technology,Phones,South,Bengaluru,1,654.19,0.0,654.19,26.27,Credit Card,2023,Jul,7,Q3,4.02,,
ORD04079,2023-07-02,Ishita Gupta,Consumer,HP Laser Printer,Technology,Printers,West,Surat,3,199.19,0.25,448.19,1.64,Credit Card,2023,Jul,7,Q3,0.37,,
ORD04286,2023-07-02,Tara Menon,Corporate,Filing Cabinet,Furniture,Storage,North,Jaipur,4,88.93,0.25,266.79,-10.22,Debit Card,2023,Jul,7,Q3,-3.83,,
ORD04840,2023-07-02,Vivaan Singh,Consumer,Ring Binder,Office Supplies,Binders,North,Chandigarh,2,7.27,0.1,13.09,2.51,Credit Card,2023,Jul,7,Q3,19.17,,
ORD02957,2023-07-03,Aditya Rao,Consumer,HP Pavilion 15,Technology,Laptops,West,Pune,3,699.19,0.1,1887.82,37.08,Debit Card,2023,Jul,7,Q3,1.96,,
ORD03806,2023-07-03,Maya Thomas,Consumer,Notebook Pack,Office Supplies,Stationery,West,Ahmedabad,4,12.59,0.1,45.32,9.21,Debit Card,2023,Jul,7,Q3,20.32,,
ORD04399,2023-07-03,Kabir Shah,Consumer,Mechanical Keyboard,Technology,Accessories,South,Bengaluru,4,72.63,0.2,232.41,9.41,Credit Card,2023,Jul,7,Q3,4.05,,
ORD00375,2023-07-04,Ananya Iyer,Small Business,Filing Cabinet,Furniture,Storage,East,Bhubaneswar,2,96.65,0.1,173.97,12.24,UPI,2023,Jul,7,Q3,7.04,,
ORD01434,2023-07-04,Aditya Rao,Corporate,USB-C Hub,Technology,Accessories,South,Bengaluru,8,33.46,0.2,214.13,18.95,Debit Card,2023,Jul,7,Q3,8.85,,
ORD03343,2023-07-04,Meera Joshi,Consumer,Logitech Wireless Mouse,Technology,Accessories,South,Kochi,3,27.94,0.05,79.64,15.44,Debit Card,2023,Jul,7,Q3,19.39,,
ORD03968,2023-07-04,Dev Agarwal,Small Business,HP Laser Printer,Technology,Printers,South,Coimbatore,2,206.06,0.05,391.51,58.31,UPI,2023,Jul,7,Q3,14.89,,
ORD04671,2023-07-04,Rohan Patel,Corporate,Ring Binder,Office Supplies,Binders,South,Chennai,1,6.98,0.0,6.98,1.48,Credit Card,2023,Jul,7,Q3,21.2,,
ORD03657,2023-07-05,Maya Thomas,Consumer,Samsung Galaxy A54,Technology,Phones,North,Lucknow,4,309.36,0.0,1237.45,131.78,UPI,2023,Jul,7,Q3,10.65,,
ORD04961,2023-07-05,Aditya Rao,Small Business,HP Pavilion 15,Technology,Laptops,North,Jaipur,2,723.7,0.1,1302.65,2.24,UPI,2023,Jul,7,Q3,0.17,,
ORD04962,2023-07-05,Tara Menon,Consumer,Bookshelf,Furniture,Storage,South,Chennai,3,113.87,0.05,324.52,38.94,Net Banking,2023,Jul,7,Q3,12.0,,
ORD03117,2023-07-06,Ananya Iyer,Corporate,A4 Copy Paper,Office Supplies,Paper,North,Amritsar,2,6.38,0.0,12.77,2.61,Credit Card,2023,Jul,7,Q3,20.44,,
ORD03618,2023-07-06,Riya Kulkarni,Consumer,Dell 24-inch Monitor,Technology,Monitors,South,Bengaluru,1,183.49,0.0,183.49,20.75,UPI,2023,Jul,7,Q3,11.31,,
ORD00927,2023-07-07,Rohan Patel,Corporate,Bookshelf,Furniture,Storage,West,Ahmedabad,5,104.13,0.05,494.64,58.39,Credit Card,2023,Jul,7,Q3,11.8,,
ORD01330,2023-07-07,Rohan Patel,Corporate,Mechanical Keyboard,Technology,Accessories,South,Chennai,3,70.18,0.15,178.97,13.48,UPI,2023,Jul,7,Q3,7.53,,
ORD02442,2023-07-07,Tara Menon,Corporate,Stapler,Office Supplies,Stationery,South,Hyderabad,1,9.25,0.15,7.87,1.12,Net Banking,2023,Jul,7,Q3,14.23,,
ORD02989,2023-07-07,Maya Thomas,Corporate,Filing Cabinet,Furniture,Storage,North,Chandigarh,4,91.84,0.2,293.88,7.79,UPI,2023,Jul,7,Q3,2.65,,
ORD04565,2023-07-07,Sana Kapoor,Consumer,Ring Binder,Office Supplies,Binders,North,Lucknow,3,6.94,0.1,18.75,3.84,UPI,2023,Jul,7,Q3,20.48,,
ORD04984,2023-07-07,Kunal Bansal,Corporate,Dell 24-inch Monitor,Technology,Monitors,North,Jaipur,1,181.44,0.15,154.22,6.8,UPI,2023,Jul,7,Q3,4.41,,
ORD00089,2023-07-08,Neel Malhotra,Consumer,Stapler,Office Supplies,Stationery,West,Pune,4,9.14,0.0,36.55,8.95,UPI,2023,Jul,7,Q3,24.49,,
ORD00954,2023-07-08,Dev Agarwal,Consumer,HP Pavilion 15,Technology,Laptops,East,Guwahati,1,693.15,0.15,589.18,28.23,Debit Card,2023,Jul,7,Q3,4.79,,
ORD02923,2023-07-08,Ishita Gupta,Consumer,Bookshelf,Furniture,Storage,West,Pune,1,108.79,0.15,92.47,7.43,Net Banking,2023,Jul,7,Q3,8.04,,
ORD04009,2023-07-08,Kunal Bansal,Consumer,Stapler,Office Supplies,Stationery,South,Kochi,2,8.83,0.15,15.02,2.8,Net Banking,2023,Jul,7,Q3,18.64,,
ORD04063,2023-07-08,Dev Agarwal,Corporate,Notebook Pack,Office Supplies,Stationery,North,Amritsar,10,12.74,0.15,108.28,14.56,UPI,2023,Jul,7,Q3,13.45,,
ORD04922,2023-07-08,Rahul Verma,Small Business,Apple iPhone 13,Technology,Phones,East,Kolkata,5,666.97,0.25,2501.12,-136.33,UPI,2023,Jul,7,Q3,-5.45,,
ORD01661,2023-07-09,Rohan Patel,Consumer,HP Laser Printer,Technology,Printers,South,Bengaluru,3,203.61,0.2,488.66,18.89,Net Banking,2023,Jul,7,Q3,3.87,,
ORD02771,2023-07-09,Maya Thomas,Consumer,Samsung Galaxy A54,Technology,Phones,East,Kolkata,2,299.62,0.1,539.31,16.7,Net Banking,2023,Jul,7,Q3,3.1,,
ORD02881,2023-07-09,Tara Menon,Consumer,Bookshelf,Furniture,Storage,South,Coimbatore,2,108.73,0.3,152.22,2.14,UPI,2023,Jul,7,Q3,1.41,,
ORD03121,2023-07-09,Tara Menon,Consumer,Apple iPhone 13,Technology,Phones,South,Coimbatore,1,620.74,0.2,496.59,-2.53,UPI,2023,Jul,7,Q3,-0.51,,
ORD00778,2023-07-10,Vivaan Singh,Corporate,Lenovo IdeaPad 3,Technology,Laptops,South,Hyderabad,4,519.68,0.1,1870.84,152.23,UPI,2023,Jul,7,Q3,8.14,,
ORD00889,2023-07-10,Dev Agarwal,Consumer,Samsung Galaxy A54,Technology,Phones,South,Hyderabad,10,328.03,0.1,2952.29,157.61,Debit Card,2023,Jul,7,Q3,5.34,,
ORD02110,2023-07-10,Meera Joshi,Consumer,Dell 24-inch Monitor,Technology,Monitors,North,Lucknow,2,169.28,0.1,304.7,16.62,Net Banking,2023,Jul,7,Q3,5.45,,
ORD02521,2023-07-10,Meera Joshi,Corporate,HP Pavilion 15,Technology,Laptops,North,Chandigarh,1,650.82,0.1,585.74,38.05,Net Banking,2023,Jul,7,Q3,6.5,,
ORD03374,2023-07-10,Tara Menon,Consumer,Ring Binder,Office Supplies,Binders,East,Bhubaneswar,1,6.72,0.15,5.71,1.24,Cash,2023,Jul,7,Q3,21.72,,
ORD04573,2023-07-10,Ananya Iyer,Consumer,Ergonomic Office Chair,Furniture,Chairs,North,Amritsar,5,148.88,0.1,669.97,72.56,Debit Card,2023,Jul,7,Q3,10.83,,
ORD00538,2023-07-11,Kiara Desai,Corporate,Ball Pen Set,Office Supplies,Stationery,North,Delhi,1,7.57,0.15,6.44,1.17,UPI,2023,Jul,7,Q3,18.17,,
ORD00968,2023-07-11,Ananya Iyer,Small Business,Lenovo IdeaPad 3,Technology,Laptops,East,Kolkata,2,553.73,0.25,830.59,-46.79,UPI,2023,Jul,7,Q3,-5.63,,
ORD01360,2023-07-11,Aditya Rao,Corporate,Desk Organizer,Office Supplies,Storage,North,Jaipur,2,13.37,0.05,25.4,5.52,UPI,2023,Jul,7,Q3,21.73,,
ORD04410,2023-07-11,Riya Kulkarni,Consumer,Notebook Pack,Office Supplies,Stationery,North,Delhi,2,12.35,0.15,21.0,3.39,Credit Card,2023,Jul,7,Q3,16.14,,
ORD00175,2023-07-12,Aisha Khan,Small Business,HP Laser Printer,Technology,Printers,West,Nagpur,10,202.78,0.25,1520.88,-45.74,UPI,2023,Jul,7,Q3,-3.01,,
ORD03235,2023-07-12,Meera Joshi,Consumer,HP Laser Printer,Technology,Printers,North,Delhi,3,210.21,0.2,504.5,-10.27,UPI,2023,Jul,7,Q3,-2.04,,
ORD03534,2023-07-12,Rohan Patel,Consumer,Logitech Wireless Mouse,Technology,Accessories,South,Bengaluru,1,27.39,0.2,21.91,1.14,Credit Card,2023,Jul,7,Q3,5.2,,
ORD00266,2023-07-13,Dev Agarwal,Consumer,Notebook Pack,Office Supplies,Stationery,South,Chennai,4,12.65,0.0,50.58,13.75,UPI,2023,Jul,7,Q3,27.18,,
ORD00798,2023-07-13,Ananya Iyer,Corporate,Samsung Galaxy A54,Technology,Phones,West,Mumbai,4,326.82,0.15,1111.2,41.37,Debit Card,2023,Jul,7,Q3,3.72,,
ORD00925,2023-07-13,Aditya Rao,Consumer,A4 Copy Paper,Office Supplies,Paper,West,Mumbai,2,6.25,0.1,11.25,2.1,UPI,2023,Jul,7,Q3,18.67,,
ORD03760,2023-07-13,Ananya Iyer,Small Business,USB-C Hub,Technology,Accessories,South,Hyderabad,1,35.08,0.3,24.56,0.37,Cash,2023,Jul,7,Q3,1.51,,
ORD04374,2023-07-13,Kunal Bansal,Small Business,Desk Organizer,Office Supplies,Storage,North,Lucknow,3,14.25,0.0,42.74,9.88,Net Banking,2023,Jul,7,Q3,23.12,,
ORD04467,2023-07-13,Arjun Nair,Corporate,Ring Binder,Office Supplies,Binders,West,Mumbai,4,7.47,0.1,26.89,4.47,Credit Card,2023,Jul,7,Q3,16.62,,
ORD00539,2023-07-14,Riya Kulkarni,Consumer,HP Laser Printer,Technology,Printers,East,Bhubaneswar,5,204.89,0.25,768.33,-17.09,Debit Card,2023,Jul,7,Q3,-2.22,,
ORD01298,2023-07-14,Dev Agarwal,Consumer,HP Pavilion 15,Technology,Laptops,South,Bengaluru,1,659.2,0.2,527.36,-10.42,Credit Card,2023,Jul,7,Q3,-1.98,,
ORD02588,2023-07-14,Tara Menon,Corporate,Samsung Galaxy A54,Technology,Phones,West,Ahmedabad,2,336.93,0.25,505.4,-4.82,Net Banking,2023,Jul,7,Q3,-0.95,,
ORD02696,2023-07-14,Aisha Khan,Corporate,Ball Pen Set,Office Supplies,Stationery,North,Amritsar,3,7.99,0.25,17.97,1.75,Debit Card,2023,Jul,7,Q3,9.74,,
ORD02810,2023-07-14,Kabir Shah,Consumer,Ring Binder,Office Supplies,Binders,South,Kochi,1,6.53,0.0,6.53,1.35,UPI,2023,Jul,7,Q3,20.67,,
ORD00084,2023-07-15,Tara Menon,Consumer,Dell 24-inch Monitor,Technology,Monitors,West,Ahmedabad,3,179.56,0.3,377.07,-3.52,Net Banking,2023,Jul,7,Q3,-0.93,,
ORD01845,2023-07-15,Ishita Gupta,Consumer,Notebook Pack,Office Supplies,Stationery,South,Kochi,5,11.61,0.2,46.44,6.68,Debit Card,2023,Jul,7,Q3,14.38,,
ORD03735,2023-07-15,Neel Malhotra,Small Business,Conference Table,Furniture,Tables,North,Lucknow,3,391.65,0.15,998.71,18.25,UPI,2023,Jul,7,Q3,1.83,,
ORD04709,2023-07-15,Riya Kulkarni,Consumer,Mechanical Keyboard,Technology,Accessories,West,Mumbai,2,75.78,0.15,128.83,10.43,Credit Card,2023,Jul,7,Q3,8.1,,
ORD01100,2023-07-16,Ishita Gupta,Consumer,Dell 24-inch Monitor,Technology,Monitors,South,Coimbatore,3,174.78,0.25,393.26,-13.17,Debit Card,2023,Jul,7,Q3,-3.35,,
ORD01164,2023-07-16,Tara Menon,Consumer,Logitech Wireless Mouse,Technology,Accessories,South,Coimbatore,2,26.45,0.05,50.26,8.4,Net Banking,2023,Jul,7,Q3,16.71,,
ORD02725,2023-07-16,Riya Kulkarni,Consumer,Desk Organizer,Office Supplies,Storage,South,Hyderabad,3,13.63,0.3,28.62,1.67,Debit Card,2023,Jul,7,Q3,5.84,,
ORD01470,2023-07-17,Tara Menon,Small Business,Stapler,Office Supplies,Stationery,North,Delhi,4,9.05,0.05,34.38,7.11,UPI,2023,Jul,7,Q3,20.68,,
ORD02944,2023-07-17,Kunal Bansal,Corporate,Ball Pen Set,Office Supplies,Stationery,South,Coimbatore,2,7.58,0.1,13.64,2.73,Debit Card,2023,Jul,7,Q3,20.01,,
ORD04997,2023-07-17,Vivaan Singh,Consumer,Stapler,Office Supplies,Stationery,East,Patna,1,8.86,0.15,7.53,1.16,Debit Card,2023,Jul,7,Q3,15.41,,
ORD01590,2023-07-18,Rahul Verma,Corporate,HP Pavilion 15,Technology,Laptops,East,Ranchi,1,704.24,0.05,669.03,44.47,UPI,2023,Jul,7,Q3,6.65,,
ORD01762,2023-07-18,Vivaan Singh,Consumer,A4 Copy Paper,Office Supplies,Paper,East,Bhubaneswar,1,5.86,0.25,4.39,0.2,Debit Card,2023,Jul,7,Q3,4.56,,
ORD01781,2023-07-18,Kunal Bansal,Consumer,Bookshelf,Furniture,Storage,East,Guwahati,1,103.99,0.2,83.19,6.21,UPI,2023,Jul,7,Q3,7.46,,
ORD04376,2023-07-18,Vivaan Singh,Small Business,Conference Table,Furniture,Tables,South,Bengaluru,1,427.23,0.1,384.51,10.14,UPI,2023,Jul,7,Q3,2.64,,
ORD00131,2023-07-19,Kiara Desai,Corporate,Samsung Galaxy A54,Technology,Phones,West,Pune,1,309.3,0.1,278.37,23.15,Credit Card,2023,Jul,7,Q3,8.32,,
ORD01267,2023-07-19,Sana Kapoor,Consumer,Notebook Pack,Office Supplies,Stationery,West,Surat,2,12.4,0.3,17.36,1.04,UPI,2023,Jul,7,Q3,5.99,,
ORD02186,2023-07-19,Tara Menon,Consumer,A4 Copy Paper,Office Supplies,Paper,South,Coimbatore,2,6.07,0.15,10.32,1.83,Cash,2023,Jul,7,Q3,17.73,,
ORD02341,2023-07-19,Kunal Bansal,Consumer,A4 Copy Paper,Office Supplies,Paper,South,Kochi,3,5.88,0.0,17.63,3.32,Credit Card,2023,Jul,7,Q3,18.83,,
ORD02709,2023-07-19,Meera Joshi,Consumer,Samsung Galaxy A54,Technology,Phones,West,Surat,2,314.25,0.1,565.65,0.02,Net Banking,2023,Jul,7,Q3,0.0,,
ORD03100,2023-07-19,Tara Menon,Consumer,Notebook Pack,Office Supplies,Stationery,East,Patna,3,11.45,0.2,27.49,3.17,Net Banking,2023,Jul,7,Q3,11.53,,
ORD00352,2023-07-20,Kiara Desai,Consumer,Dell 24-inch Monitor,Technology,Monitors,East,Kolkata,8,183.92,0.0,1471.34,211.96,UPI,2023,Jul,7,Q3,14.41,,
ORD03682,2023-07-20,Vivaan Singh,Consumer,Study Desk,Furniture,Tables,North,Delhi,3,177.35,0.15,452.25,19.68,UPI,2023,Jul,7,Q3,4.35,,
ORD01225,2023-07-21,Aisha Khan,Consumer,Desk Organizer,Office Supplies,Storage,East,Bhubaneswar,4,14.8,0.05,56.23,13.84,Net Banking,2023,Jul,7,Q3,24.61,,
ORD03518,2023-07-21,Kiara Desai,Small Business,Lenovo IdeaPad 3,Technology,Laptops,West,Mumbai,1,519.14,0.05,493.18,44.23,Credit Card,2023,Jul,7,Q3,8.97,,
ORD04236,2023-07-21,Vivaan Singh,Consumer,HP Pavilion 15,Technology,Laptops,West,Ahmedabad,2,684.71,0.2,1095.53,24.72,UPI,2023,Jul,7,Q3,2.26,,
ORD00454,2023-07-22,Vivaan Singh,Consumer,HP Pavilion 15,Technology,Laptops,South,Chennai,1,713.63,0.1,642.26,10.24,Credit Card,2023,Jul,7,Q3,1.59,,
ORD00516,2023-07-22,Vivaan Singh,Consumer,Conference Table,Furniture,Tables,East,Bhubaneswar,1,440.28,0.15,374.24,3.13,Debit Card,2023,Jul,7,Q3,0.84,,
ORD00808,2023-07-22,Tara Menon,Corporate,Ball Pen Set,Office Supplies,Stationery,South,Coimbatore,1,8.13,0.0,8.13,2.17,Credit Card,2023,Jul,7,Q3,26.69,,
ORD02548,2023-07-22,Kunal Bansal,Consumer,Logitech Wireless Mouse,Technology,Accessories,East,Ranchi,10,27.76,0.0,277.56,47.01,Credit Card,2023,Jul,7,Q3,16.94,,
ORD03142,2023-07-22,Kunal Bansal,Small Business,Desk Organizer,Office Supplies,Storage,West,Mumbai,5,13.92,0.2,55.67,10.05,Credit Card,2023,Jul,7,Q3,18.05,,
ORD04012,2023-07-22,Riya Kulkarni,Corporate,Logitech Wireless Mouse,Technology,Accessories,East,Bhubaneswar,2,29.34,0.1,52.82,8.33,Credit Card,2023,Jul,7,Q3,15.77,,
ORD03184,2023-07-23,Neel Malhotra,Corporate,Mechanical Keyboard,Technology,Accessories,West,Pune,2,72.18,0.1,129.93,10.19,Debit Card,2023,Jul,7,Q3,7.84,,
ORD00272,2023-07-24,Rohan Patel,Corporate,Filing Cabinet,Furniture,Storage,West,Surat,2,92.07,0.1,165.73,12.63,UPI,2023,Jul,7,Q3,7.62,,
ORD02317,2023-07-24,Kiara Desai,Small Business,HP Laser Printer,Technology,Printers,North,Delhi,1,216.05,0.2,172.84,5.13,UPI,2023,Jul,7,Q3,2.97,,
ORD01185,2023-07-25,Sana Kapoor,Corporate,Ball Pen Set,Office Supplies,Stationery,North,Amritsar,3,8.27,0.1,22.34,5.21,Credit Card,2023,Jul,7,Q3,23.32,,
ORD01526,2023-07-25,Riya Kulkarni,Small Business,Study Desk,Furniture,Tables,West,Pune,2,169.08,0.0,338.16,51.09,Credit Card,2023,Jul,7,Q3,15.11,,
ORD01598,2023-07-25,Meera Joshi,Corporate,HP Pavilion 15,Technology,Laptops,West,Surat,2,653.69,0.1,1176.63,44.72,UPI,2023,Jul,7,Q3,3.8,,
ORD01975,2023-07-25,Kabir Shah,Corporate,Filing Cabinet,Furniture,Storage,East,Patna,3,98.02,0.3,205.83,-3.39,Debit Card,2023,Jul,7,Q3,-1.65,,
ORD02743,2023-07-25,Kiara Desai,Corporate,Lenovo IdeaPad 3,Technology,Laptops,West,Nagpur,4,526.36,0.05,2000.18,270.75,UPI,2023,Jul,7,Q3,13.54,,
ORD04074,2023-07-25,Aditya Rao,Consumer,HP Pavilion 15,Technology,Laptops,South,Chennai,4,651.4,0.2,2084.46,-12.4,UPI,2023,Jul,7,Q3,-0.59,,
ORD04199,2023-07-25,Ananya Iyer,Consumer,Conference Table,Furniture,Tables,West,Mumbai,1,423.62,0.25,317.72,-5.47,Credit Card,2023,Jul,7,Q3,-1.72,,
ORD04465,2023-07-25,Arjun Nair,Small Business,Apple iPhone 13,Technology,Phones,West,Mumbai,4,627.9,0.1,2260.43,63.27,UPI,2023,Jul,7,Q3,2.8,,
ORD01124,2023-07-26,Arjun Nair,Corporate,Apple iPhone 13,Technology,Phones,West,Pune,2,676.26,0.15,1149.64,12.57,UPI,2023,Jul,7,Q3,1.09,,
ORD01184,2023-07-26,Rahul Verma,Corporate,Stapler,Office Supplies,Stationery,South,Bengaluru,1,9.09,0.2,7.27,1.38,Debit Card,2023,Jul,7,Q3,18.98,,
ORD01239,2023-07-26,Aditya Rao,Consumer,Notebook Pack,Office Supplies,Stationery,East,Kolkata,3,12.11,0.25,27.25,4.17,Credit Card,2023,Jul,7,Q3,15.3,,
ORD01544,2023-07-26,Ishita Gupta,Corporate,Stapler,Office Supplies,Stationery,West,Pune,1,9.27,0.3,6.49,0.36,Debit Card,2023,Jul,7,Q3,5.55,,
ORD04639,2023-07-26,Tara Menon,Consumer,Stapler,Office Supplies,Stationery,South,Hyderabad,4,9.12,0.0,36.48,8.3,Debit Card,2023,Jul,7,Q3,22.75,,
ORD00115,2023-07-27,Kunal Bansal,Corporate,A4 Copy Paper,Office Supplies,Paper,East,Patna,8,6.21,0.05,47.23,7.41,Credit Card,2023,Jul,7,Q3,15.69,,
ORD01016,2023-07-27,Ananya Iyer,Corporate,USB-C Hub,Technology,Accessories,South,Hyderabad,8,35.53,0.1,255.81,29.46,Credit Card,2023,Jul,7,Q3,11.52,,
ORD01896,2023-07-27,Kabir Shah,Consumer,Ergonomic Office Chair,Furniture,Chairs,North,Delhi,1,150.11,0.2,120.09,1.2,Net Banking,2023,Jul,7,Q3,1.0,,
ORD01944,2023-07-27,Tara Menon,Consumer,Bookshelf,Furniture,Storage,South,Coimbatore,2,113.68,0.1,204.63,19.61,Credit Card,2023,Jul,7,Q3,9.58,,
